customer_identifier,customer_email,customer_name,term_start,term_end,status,billing_period,billing_interval,amount_per_period,customer_created,tax_inclusive,tax_rate
e28a4d17-db4e-40bc-ad6f-3fc36b86b59a,rrickaert1e@odnoklassniki.ru,Ramona Rickaert,19-03-2020,15-07-2020,CHURNED,MONTH,1,2000,19-03-2020,yes,10
7864a0f0-7084-4776-83cb-59e5d20fe4aa,pocanavan1f@tripadvisor.com,Phillipp O'Canavan,15-01-2020,12-09-2020,INELIGIBLE,YEAR,1,20000,15-01-2020,yes,10
fa6f820b-8993-49dc-ba11-4840ce421874,lgocke1g@hugedomains.com,Lyman Gocke,23-11-2021,07-05-2022,ACTIVE,MONTH,1,2000,23-11-2021,yes,10
01cc04e9-b476-4b48-88fd-8b4f8b13b6b2,hcapelin1h@skyrock.com,Hogan Capelin,16-06-2021,19-11-2021,DELINQUENT,YEAR,1,20000,16-06-2021,yes,10
45483166-2ac7-48cc-a9f6-6383f141c87d,cgobel1i@bbb.org,Carree Gobel,25-05-2020,21-11-2020,CHURNED,YEAR,1,20000,25-05-2020,yes,10
cd14bf93-bc2b-497c-a776-289b42fe894b,hkendrick1j@examiner.com,Hildagarde Kendrick,02-01-2019,01-07-2019,INELIGIBLE,WEEK,1,600,02-01-2019,yes,10
746eee31-65ef-40be-8d68-cbd241bf5470,dchapelhow1k@tmall.com,Dusty Chapelhow,17-02-2020,04-06-2020,ACTIVE,MONTH,6,10000,17-02-2020,yes,10
782509b9-56fa-4c22-8df0-f31ea3bcdec6,mizzatt1l@4shared.com,Mufi Izzatt,02-07-2019,13-02-2020,DELINQUENT,DAY,1,100,02-07-2019,yes,10
340764a6-54e1-43fc-9088-f3ec54e53533,mgorton1m@independent.co.uk,Marlo Gorton,27-03-2019,12-12-2019,CHURNED,DAY,1,100,27-03-2019,yes,10
9aed8101-bab1-40c1-b580-bbffb55ef707,gde1n@dedecms.com,Garner de Copeman,29-06-2021,16-03-2022,INELIGIBLE,DAY,1,100,29-06-2021,yes,10
643aec7c-419b-4a83-a4f1-c9e16ebbdff5,bloakes1o@instagram.com,Berti Loakes,27-03-2019,07-07-2019,ACTIVE,DAY,1,100,27-03-2019,yes,10
f126f787-5ae5-4186-aee5-a1a730f05bb1,icampbell1p@virginia.edu,Ivie Campbell,17-11-2021,23-01-2022,DELINQUENT,YEAR,1,20000,17-11-2021,yes,10
28197d2d-eec6-4703-b05b-a7f1bd07a698,cbridgwood1q@homestead.com,Cecily Bridgwood,08-10-2020,30-01-2021,CHURNED,WEEK,2,1200,08-10-2020,yes,10
661bf5be-1b1c-4f01-b933-a9fa4372cd13,qcuesta1r@storify.com,Quillan Cuesta,10-03-2021,11-07-2021,INELIGIBLE,MONTH,1,2000,10-03-2021,yes,10
1a8cec41-ff65-42f7-b0fd-096e54651dd7,jlundberg1s@seattletimes.com,Jocelyne Lundberg,16-10-2020,06-02-2021,ACTIVE,DAY,1,100,16-10-2020,yes,10
bc1a93c4-d24a-4110-b33e-ba2d8bdd7588,rbeels1t@slideshare.net,Randi Beels,24-11-2019,03-06-2020,DELINQUENT,DAY,1,100,24-11-2019,yes,10
918d8df6-e751-43b4-b5e3-ab8e466deb10,evoas1u@biglobe.ne.jp,Essie Voas,28-12-2020,11-08-2021,CHURNED,MONTH,3,5000,28-12-2020,yes,10
fb124cbc-3a61-453b-a55d-b2e74d614c45,aelies1v@g.co,Aeriel Elies,04-06-2019,14-10-2019,INELIGIBLE,YEAR,1,20000,04-06-2019,yes,10
ad5ae855-9f93-4618-82a3-f4cd43844e6c,blorenc1w@virginia.edu,Beale Lorenc,15-03-2021,16-11-2021,ACTIVE,WEEK,2,1200,15-03-2021,yes,10
d740eaf2-96d2-4e85-909c-1ef53c9e0d45,troglieri1x@paginegialle.it,Temple Roglieri,04-01-2020,19-06-2020,DELINQUENT,YEAR,1,20000,04-01-2020,yes,10
d93f12e4-45be-4e50-838b-ac3bf155d8ac,bgiottoi1y@senate.gov,Bobbie Giottoi,07-12-2019,05-06-2020,CHURNED,MONTH,3,5000,07-12-2019,yes,10
1089d4ad-e012-43f6-a5b3-f7893248d7db,csavery1z@scribd.com,Codee Savery,10-01-2019,07-11-2019,INELIGIBLE,MONTH,1,2000,10-01-2019,yes,10
ff5e1f06-1bef-4401-b82c-9ab4fb7c788d,mshipway20@purevolume.com,Mercy Shipway,22-07-2020,25-02-2021,ACTIVE,MONTH,1,2000,22-07-2020,yes,10
4f1151a3-2127-4864-a208-eb41e57e570a,bbaudy21@prlog.org,Bibi Baudy,17-02-2020,05-06-2020,DELINQUENT,YEAR,1,20000,17-02-2020,yes,10
aef30eaf-adf6-4c65-a5ce-e0b06d6ae693,tepiscopi22@qq.com,Tye Episcopi,09-03-2021,25-05-2021,CHURNED,YEAR,1,20000,09-03-2021,yes,10
1c59587d-e2d5-47bf-ac41-b58884d828f6,ocauston23@smh.com.au,Osgood Causton,14-05-2021,19-02-2022,INELIGIBLE,DAY,1,100,14-05-2021,yes,10
7d1b9346-386f-47c2-a92f-bb2bc5d020ae,bknight24@marriott.com,Berry Knight,14-07-2020,10-04-2021,ACTIVE,YEAR,1,20000,14-07-2020,yes,10
e4b5fa64-ac78-464d-8d47-926caa3faeb7,lpionter25@wisc.edu,Laryssa Pionter,16-02-2019,26-01-2020,DELINQUENT,WEEK,2,1200,16-02-2019,yes,10
43b7d05f-6c8c-4a86-ab46-6a3cb40fe6d5,ataveriner26@google.com.au,Amelita Taveriner,25-11-2021,16-05-2022,CHURNED,WEEK,2,1200,25-11-2021,yes,10
58bd51bc-8454-467d-9415-7aba29964f00,lskokoe27@squidoo.com,Lindsay Skokoe,17-10-2019,05-01-2020,INELIGIBLE,MONTH,1,2000,17-10-2019,yes,10
f34baaad-3b37-4567-8d0a-a028970fa7e5,lelijah28@prweb.com,Leeland Elijah,30-09-2019,03-09-2020,ACTIVE,DAY,1,100,30-09-2019,yes,10
21795607-f59a-41ce-a401-164d961e7b77,itacker29@desdev.cn,Isidor Tacker,30-01-2021,29-12-2021,DELINQUENT,YEAR,1,20000,30-01-2021,yes,10
e67079c2-9450-4475-a576-a34386c6153b,jguye2a@themeforest.net,Jason Guye,16-08-2021,09-06-2022,CHURNED,WEEK,1,600,16-08-2021,yes,10
d6b98fd5-82c6-4092-96cf-1d942d51589c,akuhle2b@dot.gov,Aimee Kuhle,21-08-2019,23-11-2019,INELIGIBLE,MONTH,1,2000,21-08-2019,yes,10
c6fe3ab6-0e0d-4e15-b4f9-328c9678beef,sbrocking2c@jalbum.net,Shalom Brocking,19-07-2020,25-10-2020,ACTIVE,YEAR,1,20000,19-07-2020,yes,10
8b66197b-c38a-45d7-bbba-866b96d55390,pfleet2d@w3.org,Pat Fleet,19-08-2021,10-01-2022,DELINQUENT,DAY,1,100,19-08-2021,yes,10
709dea5d-1c47-471c-ad94-761d728b65f2,lastill2e@yahoo.com,Linn Astill,22-05-2021,07-04-2022,CHURNED,YEAR,1,20000,22-05-2021,yes,10
7c1e41a3-530e-4152-9410-2e0aadcda8ab,lgourlie2f@seesaa.net,Lynnette Gourlie,06-04-2021,15-11-2021,INELIGIBLE,YEAR,1,20000,06-04-2021,yes,10
b822475f-9c32-4915-8102-fccb54503ab8,ekiefer2g@washingtonpost.com,Elwood Kiefer,06-02-2019,31-12-2019,ACTIVE,MONTH,1,2000,06-02-2019,yes,10
569134e2-dc6b-4227-a9a8-b8b43a14d72c,ssandy2h@mlb.com,Sharity Sandy,29-03-2021,06-12-2021,DELINQUENT,MONTH,1,2000,29-03-2021,yes,10
167b26f8-ea26-4a2b-99b5-d190391a312c,sjinkins2i@fotki.com,Sari Jinkins,06-05-2020,31-01-2021,CHURNED,MONTH,3,5000,06-05-2020,yes,10
c6df4fc8-4393-4c9f-8440-a80d6c081372,rfaers2j@pagesperso-orange.fr,Rodd Faers,27-04-2021,16-03-2022,INELIGIBLE,MONTH,1,2000,27-04-2021,yes,10
8d8035b0-07c4-476e-9196-70a34687aca3,nhansill2k@disqus.com,Norry Hansill,22-06-2021,09-06-2022,ACTIVE,WEEK,2,1200,22-06-2021,yes,10
22f248a5-4ee8-4e54-b993-e4941e8bbc22,jhealeas2l@newyorker.com,Jillane Healeas,23-02-2020,08-01-2021,DELINQUENT,MONTH,3,5000,23-02-2020,yes,10
2f58fb67-191c-4f9f-a8e5-2840d6a5e9dc,mmaccarlich2m@jimdo.com,Modesty MacCarlich,09-06-2019,29-08-2019,CHURNED,DAY,1,100,09-06-2019,yes,10
c7739a18-9ef1-467a-9997-cbcd1493afc1,hlittley2n@google.cn,Humbert Littley,28-05-2020,06-12-2020,INELIGIBLE,MONTH,1,2000,28-05-2020,yes,10
c76ceaa0-b681-46e8-8d6a-341e02b5804d,gbrownbridge2o@angelfire.com,Gustie Brownbridge,11-05-2019,14-04-2020,ACTIVE,WEEK,2,1200,11-05-2019,yes,10
ecd31b3c-5bbf-4ab1-9607-56d34d7ccfb6,ajinda2p@nps.gov,Ange Jinda,16-12-2020,12-09-2021,DELINQUENT,WEEK,1,600,16-12-2020,yes,10
59f20c21-81c0-48f5-add6-41f36ccfce56,jrechert2q@gravatar.com,Jerrold Rechert,11-01-2021,10-07-2021,CHURNED,YEAR,1,20000,11-01-2021,yes,10
40676813-6b48-4183-9d78-1dac29f3c842,scadman2r@springer.com,Sallyann Cadman,20-01-2020,03-10-2020,INELIGIBLE,MONTH,1,2000,20-01-2020,yes,10
40676813-6b48-4183-9d78-1dac29f3c843,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c844,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c845,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c846,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c847,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c848,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c849,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c850,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c851,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c852,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c853,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c854,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c855,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c856,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c857,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c858,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c859,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c860,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c861,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c862,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c863,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c864,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c865,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c866,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c867,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c868,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c869,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c870,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c871,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c872,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c873,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c874,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c875,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c876,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c877,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c878,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c879,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c880,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c881,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c882,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c883,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c884,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c885,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c886,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c887,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c888,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c889,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c890,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c891,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c892,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c893,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c894,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c895,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c896,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c897,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c898,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c899,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c900,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c901,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c902,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c903,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c904,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c905,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c906,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c907,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c908,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c909,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c910,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c911,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c912,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c913,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c914,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c915,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c916,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c917,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c918,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c919,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c920,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c921,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c922,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c923,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c924,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c925,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c926,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c927,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c928,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c929,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c930,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c931,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c932,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c933,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c934,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c935,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c936,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c937,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c938,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c939,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c940,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c941,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c942,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c943,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c944,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c945,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c946,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c947,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c948,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c949,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c950,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c951,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c952,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c953,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c954,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c955,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c956,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c957,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c958,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c959,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c960,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c961,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c962,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c963,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c964,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c965,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c966,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c967,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c968,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c969,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c970,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c971,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c972,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c973,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c974,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c975,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c976,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c977,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c978,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c979,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c980,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c981,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c982,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c983,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c984,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c985,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c986,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c987,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c988,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c989,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c990,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c991,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c992,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c993,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c994,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c995,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c996,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c997,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c998,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c999,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1000,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1001,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1002,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1003,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1004,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1005,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1006,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1007,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1008,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1009,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1010,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1011,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1012,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1013,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1014,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1015,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1016,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1017,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1018,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1019,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1020,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1021,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1022,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1023,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1024,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1025,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1026,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1027,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1028,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1029,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1030,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1031,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1032,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1033,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1034,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1035,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1036,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1037,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1038,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1039,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1040,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1041,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1042,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1043,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1044,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1045,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1046,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1047,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1048,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1049,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1050,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1051,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1052,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1053,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1054,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1055,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1056,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1057,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1058,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1059,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1060,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1061,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1062,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1063,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1064,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1065,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1066,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1067,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1068,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1069,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1070,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1071,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1072,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1073,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1074,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1075,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1076,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1077,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1078,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1079,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1080,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1081,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1082,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1083,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1084,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1085,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1086,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1087,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1088,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1089,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1090,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1091,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1092,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1093,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1094,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1095,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1096,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1097,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1098,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1099,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1100,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1101,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1102,,,,,,,,,,,
40676813-6b48-4183-9d78-1dac29f3c1103,,,,,,,,,,,
